user id,query number,query,"task (+ = re-attempt, repair = trying to recover from error made by previous query, * = trying to get the browser to focus on a component, which isn't supported)",success? + = yes,Chickenfoot command
93,24,Return only images files that are formatted as GIF,2.6,+,"select(/*as*/ xpath(/* gif(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), xpath(/* return only image fill that area formatted(html listbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[3]/FONT[1]/SELECT[1]""))"
93,25,Return Grayscale,2.7,+,"select(xpath(/* grayscale(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), xpath(/* return(html listbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]""))"
93,26,No filtering,2.8,+,"select(xpath(/* no filter(html radiobutton)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[5]/TD[2]/FONT[1]/INPUT[1]""), undefined)"
93,27,open URL http://slashdot.org/,3.1,+,"go(/*url*/ ""http://slashdot.org/"")"
93,28,login,3.2,+,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
93,29,nickname bloopy,3.3,+,"enter(/*string*/ ""bloopy"", xpath(/* nickname(html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
93,30,password bloppy,3.4,,"click(xpath(/* password bloopy(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
93,31,back,repair,,back()
93,32,public terminal,3.5,+,"select(xpath(/* public terminal(html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), undefined)"
93,33,password bloppy,3.4,,"click(xpath(/* password bloppy(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
93,34,open slashdot.org,repair,,"go(/*url*/ ""slashdot.org"")"
93,35,login,repair,,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
93,36,bloopy,repair,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
93,37,go to password,3.4 *,,"click(/*to*/ xpath(/* password(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
93,38,back,repair,,back()
93,39,type Password bloppy,3.4,+,"enter(/*string*/ ""bloppy"", xpath(/* password(html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[3]""))"
93,40,Publc Terminal,repair,,"select(xpath(/* public terminal(html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), undefined)"
93,41,open ebay.com,4.1,+,"go(/*url*/ ""ebay.com"")"
93,42,register,4.2,+,"click(xpath(/* register(html link)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/SPAN[1]/A[1]""))"
93,43,street address,4.3 *,,"enter(/*string*/ ""street"", xpath(/* addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
93,44,delete,repair,,"deselect(xpath(/* no keywords (html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[1]""), undefined)"
93,45,go to street address,4.3 *,,"enter(/*string*/ ""go"", /*to*/ xpath(/* street addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
93,46,777 Home Drive,4.3,,"enter(/*string*/ ""777 Home Drive"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
93,47,,repair,,/* no match */
93,48,delete First Name,repair,,"deselect(xpath(/* first name(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]/OPTION[4]""), undefined)"
93,49,First name ,repair,,"select(xpath(/* first name(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]/OPTION[4]""), undefined)"
93,50,No first name,repair,,"turn(xpath(/* first name(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]/OPTION[4]""), false)"
93,51,enter street address,4.3 *,,"enter(/*string*/ ""street"", xpath(/* addres(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
93,52,enter street 777 Home Drive,4.3,+,"enter(/*string*/ ""777 Home Drive"", xpath(/* street(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[2]/DIV[1]/INPUT[1]""))"
93,53,go to next line,4.4 *,,"click(xpath(/* no keywords (html button)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[8]/SPAN[2]/INPUT[1]""))"
93,54,enter Street line 2 PO Box 77,4.4,,"enter(/*string*/ ""77"", xpath(/* street line[2] (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[3]/DIV[1]/INPUT[1]""))"
93,55,enter Street line 2 as PO Box 77,4.4,,"enter(/*as*/ /*string*/ ""PO Box 77"", xpath(/* street line[2] (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[3]/DIV[1]/INPUT[1]""))"
93,56,enter Street line 2 as PO Box 777,4.4,+,"enter(/*as*/ /*string*/ ""PO Box 777"", xpath(/* street line[2] (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[3]/DIV[1]/INPUT[1]""))"
93,57,go to state,4.5 *,,"go(/*to*/ /*url*/ ""state"")"
93,58,back,repair,,back()
93,59,enter State Arizona,4.5,+,"select(xpath(/* arizona(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[4]""), xpath(/* enter state(html listbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]""))"
93,60,yahoo,5.1,,"enter(/*string*/ ""yahoo"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
93,61,yahoo.com,5.1,+,"go(/*url*/ ""yahoo.com"")"
93,62,sign up,5.2,+,"click(xpath(/* sign up(html link)*/ ""BODY[1]/DIV[1]/DIV[4]/DIV[1]/DIV[1]/H2[1]/SPAN[2]/A[1]""))"
93,63,sign up for yahoo! mail,5.3,+,"click(xpath(/* sign up for yahoo mail(html button)*/ ""BODY[1]/CENTER[1]/TABLE[2]/TBODY[1]/TR[6]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[1]/FORM[1]/INPUT[1]""))"
93,64,your answer bloop,5.4,+,"enter(/*string*/ ""bloop"", xpath(/* you answer(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[5]/TD[3]/INPUT[1]""))"
93,65,birthday April 28 2001,"5.5 +, 5.6, 5.7",,"select(xpath(/* april 28 2001(html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[5]""), xpath(/* birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
93,66,birthdate 28,5.6,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[2]/TABLE[1]/TBODY[1]/TR[7]/TD[3]/SELECT[1]/OPTION[1]""), xpath(/* birthday 28(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
93,67,go to birthday,5.6 *,,"go(/*to*/ /*url*/ ""birthday"")"
93,68,back,repair,,back()
93,69,"Enter Birthday as ""April 28 2001","5.5, 5.6, 5.7",,"select(/*as*/ xpath(/* april 28 2001(html listitem)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]/OPTION[5]""), xpath(/* enter birthday(html listbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/SELECT[1]""))"
93,70,dd 28,5.6,+,"enter(/*string*/ ""28"", xpath(/* did(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/INPUT[1]""))"
93,71,yyyy 2001,5.7,+,"enter(/*string*/ ""2001"", xpath(/* yyyy(html textbox)*/ ""BODY[1]/DIV[3]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/TABLE[1]/TBODY[1]/TR[8]/TD[3]/INPUT[2]""))"
95,0,http://www.google.com,1.1,+,"go(/*url*/ ""http://www.google.com"")"
95,1,mit,1.2,+,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
95,2,I'm Feeling Lucky,1.3,+,"click(xpath(/* i m feel lucky(html button)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[4]""))"
95,3,OpenCourseWare,1.4,+,"click(xpath(/* open cours ware(html link)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/A[2]""))"
95,4,Advanced Search,1.5,+,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/FORM[1]/DIV[2]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/DIV[3]/A[1]""))"
95,5,nothing,1.6,,"select(xpath(/* not(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[6]""), undefined)"
95,6,whatever,1.6 *,,"enter(/*string*/ ""whatever"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
95,7,and,1.6 *,,"enter(/*string*/ ""and"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
95,8,without the words,1.6 *,,"enter(/*string*/ ""without"", /*the*/ xpath(/* word(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
95,9,nothing,1.6,,"select(xpath(/* not(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[6]""), undefined)"
95,10,calendar,1.8,+,"select(xpath(/* cardinal(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[4]""), undefined)"
95,11,by date,1.9,+,"select(xpath(/* by date(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]/OPTION[2]""), undefined)"
95,12,search,1.91,+,"click(xpath(/* search(html button)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[12]/TD[3]/INPUT[1]""))"
95,13,http://www.google.com,2.1,+,"go(/*url*/ ""http://www.google.com"")"
95,14,images,2.2,+,"click(xpath(/* imag(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/FONT[1]/A[1]""))"
95,15,advanced image search,2.3,+,"click(xpath(/* advanced imag search(html link)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[3]/FONT[1]/A[1]""))"
95,16,lisa simpson,2.4,+,"enter(/*string*/ ""lisa simpson"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/INPUT[1]""))"
95,17,large,2.5,+,"select(xpath(/* large(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/FONT[1]/SELECT[1]/OPTION[4]""), undefined)"
95,18,GIF files,2.6,+,"select(xpath(/* gif fill(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), undefined)"
95,19,grayscale,2.7,+,"select(xpath(/* grayscale(html listitem)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[3]/FONT[1]/SELECT[1]/OPTION[3]""), undefined)"
95,20,no filtering,2.8,+,"select(xpath(/* no filter(html radiobutton)*/ ""BODY[1]/FORM[1]/P[1]/TABLE[1]/TBODY[1]/TR[1]/TD[1]/TABLE[1]/TBODY[1]/TR[2]/TD[1]/TABLE[1]/TBODY[1]/TR[5]/TD[2]/FONT[1]/INPUT[1]""), undefined)"
95,21,http://slashdot.org/,3.1,+,"go(/*url*/ ""http://slashdot.org/"")"
95,22,login,3.2,+,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[3]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
95,23,bloopy,3.3,+,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
95,24,bloopy,3.4,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
95,25,password,3.4 *,,"click(xpath(/* password(html link)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/P[1]/A[1]""))"
95,26,bloopy,3.4,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[3]""))"
95,27,go back,repair,,back()
95,28,bloopy,3.4,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
95,29,bloopy,3.4,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
95,30,next,3.4 *,,forward()
95,31,bloopy,3.4,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
95,32,enter,3.4 *,,"enter(/*string*/ ""enter"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
95,33,bloopy,3.4,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
95,34,return,repair,,back()
95,35,login,repair,,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[3]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[5]""))"
95,36,bloopy,3.4,,"enter(/*string*/ ""bloopy"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[2]""))"
95,37,public terminal,3.5,+,"select(xpath(/* public terminal(html checkbox)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/LABEL[3]/INPUT[1]""), undefined)"
95,38,log in,3.6,+,"click(xpath(/* log in(html button)*/ ""BODY[1]/DIV[3]/DIV[4]/DIV[1]/DIV[1]/DIV[2]/FORM[1]/FIELDSET[1]/INPUT[4]""))"
95,39,http://www.ebay.com,4.1,+,"go(/*url*/ ""http://www.ebay.com"")"
95,40,register,4.2,+,"click(xpath(/* register(html link)*/ ""BODY[1]/TABLE[2]/TBODY[1]/TR[1]/TD[1]/SPAN[1]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/SPAN[1]/A[1]""))"
95,41,street,4.3 *,,"select(xpath(/* no keywords (html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[1]""), xpath(/* street(html listbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[10]/SPAN[1]/DIV[2]/SELECT[1]""))"
95,42,address,4.3 *,,"enter(/*string*/ ""address"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
95,43,cancel,repair,,"enter(/*string*/ ""cancel"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
95,44,location,4.3 *,,"enter(/*string*/ ""location"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
95,45,jump name,4.3 *,,"enter(/*string*/ ""jump"", xpath(/* name(html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
95,46,go to address,4.3 *,,"go(/*to*/ /*url*/ ""address"")"
95,47,go back,repair,,back()
95,48,777 Home Drive,4.3,,"enter(/*string*/ ""777 Home Drive"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
95,49,PO Box 777,4.3,,"enter(/*string*/ ""PO Box 777"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
95,50,city,4.3 *,,"enter(/*string*/ ""city"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[1]/SPAN[1]/DIV[1]/INPUT[1]""))"
95,51,Arizona,4.4,+,"select(xpath(/* arizona(html listitem)*/ ""BODY[1]/FORM[1]/DIV[6]/DIV[6]/DIV[5]/SPAN[1]/DIV[1]/SELECT[1]/OPTION[4]""), undefined)"
95,52,http://www.yahoo.com,5.1,+,"go(/*url*/ ""http://www.yahoo.com"")"
95,53,sign up,5.2,+,"click(xpath(/* sign up(html link)*/ ""BODY[1]/DIV[1]/DIV[4]/DIV[1]/DIV[1]/H2[1]/SPAN[2]/A[1]""))"
95,54,sign up,5.3,+,"click(xpath(/* sign up(html button)*/ ""BODY[1]/CENTER[1]/TABLE[2]/TBODY[1]/TR[6]/TD[1]/TABLE[1]/TBODY[1]/TR[3]/TD[1]/FORM[1]/INPUT[1]""))"
96,0,google.com,1.1,+,"go(/*url*/ ""google.com"")"
96,1,mit,1.2,+,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
96,2,mit,1.3,,"enter(/*string*/ ""mit"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[2]""))"
96,3,,1.3,,/* no match */
96,4,search,1.3,,"click(xpath(/* search(html button)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[3]""))"
96,5,back,repair,,back()
96,6,lucky,1.3,+,"click(xpath(/* lucky(html button)*/ ""BODY[1]/CENTER[1]/FORM[1]/TABLE[2]/TBODY[1]/TR[1]/TD[2]/INPUT[4]""))"
96,7,opencourseware,1.4,,"enter(/*string*/ ""opencourseware"", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[18]/TD[2]/INPUT[1]""))"
96,8,follow opencourseware link,1.4,,"click(xpath(/* no keywords (html button)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[18]/TD[2]/LABEL[5]/INPUT[1]""))"
96,9,back,repair,,back()
96,10,women,testing,,"click(xpath(/* women(html link)*/ ""BODY[1]/DIV[1]/DIV[2]/TABLE[1]/TBODY[1]/TR[1]/TD[2]/SPAN[1]/A[1]""))"
96,11,back,repair,,back()
96,12,OpenCourseWare,1.4 +,+,"click(xpath(/* open cours ware(html link)*/ ""BODY[1]/DIV[1]/DIV[3]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[2]/A[2]""))"
96,13,Advanced Search,1.5,+,"click(xpath(/* advanced search(html link)*/ ""BODY[1]/FORM[1]/DIV[2]/DIV[3]/DIV[1]/DIV[1]/DIV[1]/DIV[3]/A[1]""))"
96,14,"without ""nothing""",1.6 +,+,"enter(/*string*/ ""nothing"", xpath(/* without(html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[4]/TD[3]/INPUT[1]""))"
96,15,"Limit ""Calendar""",1.8 +,+,"select(xpath(/* limit cardinal(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[6]/TD[3]/SELECT[1]/OPTION[4]""), undefined)"
96,16,"Sort ""by Date""",1.9,,"enter(quote(/*string*/ ""by Date""), xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
96,17,"Find """"",repair,,"enter(/*string*/ ""Find \""\"""", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
96,18,,repair,,/* no match */
96,19,,repair,,/* no match */
96,20,"Sort by ""by Date""",1.9 +,+,"select(xpath(/* by by date(html listitem)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]/OPTION[2]""), xpath(/* str(html listbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[10]/TD[3]/SELECT[1]""))"
96,21,"Find """"",repair,,"enter(/*string*/ ""Find \""\"""", xpath(/* no keywords (html textbox)*/ ""BODY[1]/DIV[1]/DIV[2]/DIV[1]/DIV[3]/DIV[1]/DIV[2]/FORM[1]/TABLE[1]/TBODY[1]/TR[1]/TD[3]/INPUT[1]""))"
